U_up,U_low
0.178,0.163
0.178,0.162
0.178,0.16
0.179,0.161
0.18,0.162
0.18,0.161
0.181,0.163
0.181,0.161
0.18,0.159
0.181,0.161
0.181,0.161
0.18,0.16
0.18,0.161
0.18,0.16
0.18,0.16
0.18,0.162
0.179,0.159
0.179,0.161
0.179,0.16
0.178,0.159
0.179,0.16
0.179,0.162
0.179,0.161
0.179,0.163
0.178,0.161
0.178,0.162
0.178,0.163
0.178,0.16
0.178,0.162
0.178,0.162
0.178,0.163
0.178,0.161
0.177,0.16
0.178,0.162
0.177,0.159
0.177,0.161
0.177,0.161
0.177,0.162
0.178,0.162
0.177,0.161
0.177,0.162
0.177,0.16
0.177,0.161
0.178,0.163
0.177,0.161
0.177,0.16
0.178,0.163
0.177,0.162
0.177,0.161
0.177,0.16
0.177,0.161
0.177,0.16
0.177,0.161
0.177,0.16
0.177,0.16
0.177,0.16
0.177,0.16
0.177,0.161
0.177,0.161
0.177,0.161
0.177,0.161
0.177,0.16
0.177,0.161
0.177,0.161
0.177,0.163
0.176,0.16
0.177,0.161
0.176,0.16
0.177,0.162
0.177,0.162
0.176,0.161
0.177,0.162
0.177,0.161
0.177,0.161
0.176,0.161
0.177,0.163
0.176,0.16
0.177,0.162
0.176,0.161
0.176,0.158
0.176,0.161
0.176,0.162
0.176,0.161
0.176,0.161
0.176,0.16
0.176,0.16
0.176,0.16
0.176,0.161
0.176,0.161
0.175,0.161
0.175,0.159
0.175,0.162
0.174,0.162
0.173,0.163
0.173,0.163
0.173,0.164
0.172,0.164
0.171,0.164
0.171,0.164
0.17,0.164
0.17,0.166
0.169,0.165
0.168,0.166
0.168,0.168
0.169,0.17
0.168,0.17
0.167,0.168
0.166,0.168
0.165,0.169
0.162,0.168
0.161,0.17
0.163,0.173
0.163,0.172
0.162,0.173
0.167,0.169
0.169,0.171
0.17,0.169
0.171,0.171
0.172,0.171
0.173,0.167
0.172,0.167
0.171,0.168
0.169,0.167
0.17,0.167
0.151,0.144
0.172,0.167
0.174,0.168
0.174,0.167
0.176,0.166
0.176,0.164
0.178,0.167
0.177,0.161
0.177,0.165
0.176,0.166
0.175,0.164
0.176,0.165
0.177,0.165
0.179,0.166
0.177,0.164
0.178,0.163
0.178,0.164
0.178,0.162
0.179,0.165
0.179,0.165
0.179,0.165
0.179,0.162
0.18,0.163
0.18,0.16
0.18,0.162
0.18,0.161
0.18,0.161
0.18,0.161
0.18,0.16
0.179,0.161
0.18,0.163
0.179,0.162
0.18,0.164
0.179,0.16
0.179,0.161
0.179,0.162
0.179,0.163
0.179,0.163
0.178,0.161
0.179,0.164
0.178,0.161
0.179,0.162
0.178,0.161
0.179,0.162
0.178,0.162
0.178,0.161
0.178,0.161
0.178,0.16
0.178,0.161
0.178,0.161
0.178,0.16
0.178,0.161
0.178,0.161
0.178,0.163
0.177,0.161
0.178,0.162
0.177,0.161
0.177,0.161
0.177,0.161
0.177,0.161
0.177,0.162
0.177,0.161
0.177,0.162
0.177,0.163
0.177,0.162
0.177,0.162
0.177,0.163
0.177,0.163
0.177,0.162
0.177,0.162
0.177,0.163
0.177,0.163
0.176,0.16
0.177,0.163
0.177,0.162
0.177,0.162
0.176,0.162
0.177,0.163
0.176,0.162
0.176,0.161
0.177,0.163
0.177,0.163
0.177,0.162
0.176,0.161
0.176,0.162
0.176,0.162
0.176,0.162
0.176,0.162
0.176,0.162
0.176,0.16
0.177,0.162
0.176,0.162
0.177,0.164
0.176,0.162
0.177,0.162
0.176,0.161
0.176,0.161
0.177,0.163
0.176,0.161
0.177,0.163
0.176,0.162
0.176,0.163
0.176,0.161
0.177,0.163
0.176,0.161
0.177,0.164
0.176,0.162
0.176,0.162
0.176,0.162
0.176,0.163
0.176,0.163
0.175,0.162
0.175,0.163
0.174,0.162
0.174,0.163
0.173,0.164
0.172,0.165
0.172,0.167
0.172,0.167
0.17,0.165
0.17,0.167
0.17,0.166
0.169,0.167
0.169,0.167
0.169,0.168
0.17,0.169
0.17,0.168
0.169,0.168
0.168,0.167
0.168,0.167
0.168,0.17
0.169,0.172
0.168,0.171
0.165,0.172
0.167,0.172
0.167,0.17
0.168,0.168
0.17,0.17
0.17,0.17
0.169,0.17
0.169,0.171
0.17,0.168
0.172,0.169
0.173,0.167
0.173,0.167
0.173,0.168
0.173,0.167
0.174,0.169
0.174,0.169
0.174,0.168
0.175,0.165
0.176,0.167
0.177,0.168
0.177,0.164
0.178,0.167
0.178,0.163
0.178,0.163
0.179,0.164
0.179,0.165
0.18,0.165
0.179,0.161
0.18,0.163
0.181,0.165
0.181,0.163
0.181,0.162
0.181,0.163
0.181,0.162
0.181,0.161
0.181,0.162
0.18,0.161
0.18,0.159
0.181,0.163
0.181,0.161
0.181,0.163
0.18,0.16
0.18,0.162
0.18,0.162
0.18,0.163
0.18,0.163
0.179,0.161
0.179,0.162
0.179,0.163
0.179,0.162
0.179,0.164
0.178,0.162
0.178,0.162
0.178,0.163
0.178,0.161
0.178,0.163
0.178,0.163
0.178,0.162
0.178,0.162
0.178,0.163
0.178,0.162
0.178,0.163
0.177,0.16
0.178,0.165
0.178,0.163
0.178,0.163
0.178,0.164
0.177,0.161
0.178,0.162
0.178,0.164
0.178,0.162
0.178,0.163
0.178,0.164
0.178,0.164
0.177,0.161
0.178,0.163
0.177,0.161
0.178,0.163
0.178,0.163
0.178,0.163
0.177,0.162
0.177,0.162
0.177,0.162
0.177,0.163
0.178,0.162
0.177,0.163
0.177,0.162
0.178,0.165
0.177,0.163
0.177,0.162
0.177,0.161
0.178,0.163
0.177,0.163
0.178,0.166
0.177,0.163
0.177,0.163
0.177,0.163
0.177,0.163
0.177,0.163
0.177,0.163
0.178,0.164
0.177,0.164
0.178,0.164
0.177,0.163
0.177,0.164
0.177,0.164
0.177,0.163
0.177,0.162
0.177,0.163
0.177,0.163
0.177,0.163
0.177,0.163
0.177,0.163
0.177,0.163
0.177,0.163
0.177,0.162
0.177,0.164
0.177,0.164
0.177,0.162
0.177,0.163
0.177,0.164
0.177,0.163
0.177,0.164
0.177,0.163
0.177,0.164
0.177,0.162
0.177,0.165
0.176,0.164
0.176,0.163
0.176,0.164
0.176,0.164
0.176,0.164
0.176,0.163
0.176,0.164
0.175,0.165
0.176,0.164
0.176,0.165
0.176,0.164
0.176,0.166
0.176,0.164
0.176,0.164
0.176,0.163
0.176,0.162
0.176,0.165
0.176,0.165
0.176,0.164
0.176,0.165
0.176,0.164
0.175,0.165
0.174,0.167
0.173,0.165
0.172,0.168
0.172,0.167
0.173,0.167
0.173,0.165
0.175,0.167
0.176,0.165
0.176,0.164
0.177,0.165
0.178,0.164
0.178,0.162
0.178,0.164
0.179,0.164
0.178,0.163
0.178,0.164
0.178,0.164
0.177,0.163
0.177,0.163
0.178,0.164
0.178,0.166
0.178,0.163
0.177,0.164
0.178,0.166
0.178,0.164
0.177,0.163
0.178,0.165
0.178,0.164
0.178,0.163
0.178,0.165
0.178,0.162
0.178,0.164
0.179,0.165
0.178,0.162
0.178,0.165
0.178,0.163
0.178,0.162
0.178,0.162
0.178,0.162
0.178,0.164
0.178,0.164
0.178,0.163
0.178,0.163
0.178,0.164
0.178,0.162
0.178,0.164
0.178,0.165
0.178,0.163
0.178,0.163
0.178,0.164
0.178,0.162
0.178,0.164
0.177,0.162
0.177,0.161
0.178,0.163
0.178,0.163
0.178,0.165
0.178,0.163
0.178,0.162
0.178,0.163
0.178,0.163
0.178,0.164
0.178,0.165
0.178,0.164
0.178,0.163
0.178,0.163
0.178,0.162
0.178,0.164
0.178,0.165
0.178,0.163
0.178,0.163
0.178,0.164
0.178,0.163
0.178,0.162
0.178,0.163
0.178,0.164
0.178,0.165
0.178,0.163
0.178,0.164
0.178,0.163
0.178,0.163
0.178,0.164
0.178,0.164
0.178,0.164
0.178,0.163
0.178,0.162
0.178,0.163
0.178,0.162
0.178,0.161
0.177,0.161
0.178,0.163
0.178,0.162
0.178,0.166
0.178,0.163
0.178,0.163
0.178,0.164
0.178,0.163
0.178,0.162
0.177,0.161
0.178,0.162
0.178,0.163
0.178,0.163
0.178,0.163
0.178,0.162
0.178,0.164
0.178,0.165
0.178,0.163
0.178,0.162
0.178,0.163
0.178,0.163
0.178,0.163
0.178,0.161
0.178,0.161
0.178,0.162
0.178,0.163
0.177,0.162
0.178,0.165
0.177,0.162
0.177,0.165
0.177,0.164
0.176,0.165
0.175,0.161
0.175,0.163
0.176,0.165
0.176,0.165
0.176,0.165
0.176,0.164
0.176,0.164
0.176,0.164
0.176,0.165
0.176,0.165
0.176,0.163
0.176,0.166
0.176,0.166
0.175,0.164
0.175,0.165
0.175,0.166
0.174,0.165
0.175,0.167
0.176,0.167
0.176,0.166
0.177,0.165
0.177,0.165
0.178,0.165
0.178,0.163
0.178,0.165
0.178,0.164
0.178,0.163
0.178,0.166
0.178,0.164
0.178,0.164
0.178,0.163
0.178,0.163
0.178,0.163
0.178,0.163
0.178,0.162
0.178,0.164
0.178,0.162
0.178,0.163
0.178,0.164
0.178,0.163
0.178,0.163
0.178,0.163
0.178,0.165
0.178,0.164
0.178,0.164
0.179,0.164
0.179,0.164
0.179,0.164
0.179,0.163
0.178,0.163
0.178,0.163
0.178,0.161
0.179,0.163
0.179,0.163
0.179,0.164
0.178,0.164
0.178,0.164
0.178,0.164
0.177,0.163
0.177,0.164
0.178,0.165
0.178,0.164
0.177,0.163
0.178,0.164
0.178,0.166
0.178,0.165
0.178,0.164
0.178,0.163
0.178,0.165
0.178,0.164
0.178,0.164
0.178,0.164
0.178,0.163
0.178,0.164
0.178,0.165
0.178,0.163
0.178,0.164
0.178,0.164
0.178,0.162
0.178,0.163
0.178,0.164
0.178,0.164
0.178,0.163
0.178,0.164
0.178,0.164
0.178,0.163
0.178,0.163
0.178,0.164
0.178,0.164
0.178,0.164
0.178,0.164
0.178,0.164
0.178,0.164
0.178,0.163
0.178,0.163
0.178,0.164
0.178,0.164
0.178,0.163
0.178,0.165
0.178,0.163
0.178,0.166
0.178,0.165
0.178,0.162
0.178,0.163
0.178,0.164
0.178,0.162
0.178,0.163
0.178,0.164
0.178,0.164
0.178,0.164
0.178,0.163
0.178,0.164
0.178,0.163
0.178,0.164
0.178,0.164
0.178,0.164
0.178,0.163
0.178,0.164
0.179,0.166
0.178,0.163
0.178,0.163
0.178,0.164
0.178,0.164
0.178,0.164
0.178,0.163
0.178,0.165
0.178,0.165
0.178,0.165
0.178,0.163
0.178,0.164
0.178,0.163
0.178,0.163
0.178,0.163
0.178,0.165
0.178,0.163
0.178,0.162
0.178,0.165
0.178,0.164
0.178,0.163
0.178,0.165
0.178,0.162
0.178,0.162
0.178,0.162
0.178,0.164
0.178,0.165
0.177,0.163
0.177,0.163
0.177,0.164
0.177,0.164
0.177,0.164
0.177,0.165
0.177,0.164
0.178,0.165
0.178,0.164
0.178,0.164
0.178,0.164
0.178,0.162
0.178,0.164
0.178,0.164
0.178,0.164
0.178,0.164
0.177,0.163
0.178,0.166
0.178,0.165
0.177,0.164
0.177,0.165
0.177,0.164
0.177,0.166
0.176,0.165
0.177,0.166
0.176,0.165
0.176,0.166
0.176,0.167
0.176,0.166
0.177,0.164
0.177,0.165
0.178,0.163
0.178,0.165
0.178,0.163
0.178,0.163
0.178,0.164
0.178,0.166
0.178,0.164
0.178,0.164
0.178,0.163
0.178,0.163
0.179,0.165
0.179,0.165
0.179,0.164
0.179,0.164
0.179,0.164
0.179,0.164
0.179,0.163
0.179,0.162
0.179,0.163
0.179,0.163
0.179,0.163
0.179,0.164
0.18,0.165
0.179,0.162
0.179,0.163
0.18,0.164
0.179,0.161
0.18,0.164
0.179,0.163
0.179,0.162
0.179,0.163
0.179,0.163
0.179,0.163
0.179,0.162
0.179,0.161
0.179,0.163
0.179,0.162
0.179,0.163
0.179,0.163
0.179,0.163
0.179,0.163
0.178,0.162
0.178,0.162
0.179,0.164
0.179,0.165
0.178,0.163
0.178,0.162
0.178,0.162
0.178,0.162
0.178,0.162
0.178,0.163
0.179,0.163
0.179,0.163
0.179,0.164
0.178,0.161
0.179,0.162
0.179,0.163
0.179,0.162
0.178,0.16
0.179,0.163
0.179,0.163
0.179,0.162
0.178,0.161
0.179,0.161
0.179,0.164
0.179,0.163
0.179,0.163
0.179,0.162
0.179,0.162
0.18,0.163
0.179,0.162
0.179,0.162
0.179,0.162
0.179,0.161
0.179,0.163
0.179,0.162
0.179,0.162
0.178,0.162
0.179,0.163
0.178,0.162
0.179,0.164
0.179,0.165
0.178,0.162
0.178,0.161
0.178,0.162
0.179,0.163
0.178,0.162
0.178,0.161
0.178,0.162
0.179,0.165
0.178,0.162
0.179,0.163
0.179,0.162
0.179,0.164
0.179,0.164
0.179,0.163
0.178,0.161
0.179,0.163
0.178,0.162
0.178,0.162
0.178,0.161
0.178,0.163
0.178,0.161
0.178,0.161
0.178,0.163
0.178,0.162
0.177,0.162
0.177,0.162
0.177,0.163
0.176,0.163
0.176,0.164
0.175,0.163
0.175,0.164
0.174,0.165
0.174,0.166
0.173,0.167
0.172,0.166
0.172,0.167
0.171,0.167
0.17,0.168
0.168,0.169
0.165,0.17
0.164,0.173
0.165,0.173
0.166,0.173
0.166,0.172
0.164,0.172
0.16,0.174
0.159,0.177
0.159,0.176
0.16,0.179
0.161,0.178
0.163,0.179
0.166,0.174
0.167,0.173
0.169,0.176
0.17,0.173
0.171,0.174
0.172,0.172
0.172,0.173
0.171,0.172
0.171,0.174
0.178,0.172
0.182,0.171
0.184,0.167
0.181,0.168
0.18,0.166
0.181,0.169
0.181,0.168
0.181,0.168
0.181,0.17
0.18,0.17
0.181,0.169
0.183,0.168
0.183,0.165
0.183,0.169
0.182,0.166
0.183,0.169
0.183,0.166
0.183,0.166
0.183,0.166
0.185,0.168
0.184,0.164
0.184,0.164
0.184,0.166
0.184,0.164
0.184,0.165
0.183,0.16
0.185,0.166
0.185,0.166
0.185,0.166
0.184,0.163
0.185,0.165
0.184,0.165
0.184,0.163
0.183,0.163
0.183,0.163
0.184,0.168
0.183,0.164
0.183,0.164
0.183,0.164
0.183,0.165
0.183,0.164
0.183,0.166
0.182,0.165
0.182,0.164
0.182,0.164
0.182,0.164
0.182,0.165
0.182,0.165
0.182,0.165
0.181,0.164
0.181,0.162
0.181,0.164
0.181,0.163
0.181,0.165
0.181,0.164
0.181,0.162
0.182,0.166
0.181,0.163
0.181,0.164
0.181,0.165
0.181,0.163
0.181,0.163
0.181,0.163
0.181,0.163
0.18,0.161
0.18,0.162
0.181,0.164
0.181,0.163
0.181,0.164
0.181,0.163
0.181,0.166
0.181,0.165
0.181,0.165
0.181,0.165
0.181,0.165
0.181,0.164
0.181,0.164
0.181,0.163
0.181,0.164
0.18,0.162
0.181,0.164
0.181,0.164
0.18,0.163
0.18,0.163
0.181,0.165
0.18,0.163
0.18,0.163
0.18,0.162
0.181,0.165
0.18,0.163
0.181,0.164
0.181,0.165
0.18,0.164
0.181,0.165
0.18,0.163
0.18,0.162
0.181,0.165
0.181,0.165
0.18,0.162
0.18,0.163
0.18,0.164
0.18,0.163
0.18,0.165
0.18,0.162
0.18,0.164
0.18,0.163
0.18,0.164
0.18,0.164
0.18,0.165
0.179,0.163
0.179,0.165
0.178,0.165
0.178,0.166
0.177,0.165
0.176,0.166
0.176,0.166
0.175,0.165
0.174,0.166
0.174,0.167
0.174,0.169
0.172,0.167
0.171,0.17
0.169,0.17
0.163,0.172
0.161,0.173
0.165,0.174
0.167,0.175
0.167,0.173
0.164,0.171
0.16,0.172
0.159,0.176
0.161,0.176
0.162,0.175
0.164,0.176
0.165,0.177
0.169,0.177
0.171,0.176
0.172,0.176
0.173,0.173
0.175,0.175
0.175,0.174
0.174,0.173
0.173,0.172
0.172,0.173
0.172,0.174
0.174,0.173
0.176,0.174
0.176,0.172
0.176,0.17
0.178,0.171
0.178,0.17
0.178,0.171
0.179,0.174
0.18,0.173
0.182,0.171
0.183,0.172
0.184,0.17
0.184,0.169
0.184,0.168
0.185,0.17
0.185,0.169
0.186,0.168
0.187,0.171
0.187,0.168
0.187,0.167
0.187,0.167
0.188,0.167
0.188,0.166
0.188,0.167
0.187,0.165
0.188,0.166
0.187,0.165
0.187,0.165
0.188,0.169
0.186,0.165
0.187,0.167
0.187,0.167
0.186,0.167
0.184,0.163
0.187,0.169
0.184,0.163
0.187,0.168
0.185,0.166
0.185,0.166
0.185,0.167
0.184,0.165
0.184,0.165
0.184,0.165
0.184,0.165
0.183,0.164
0.184,0.165
0.184,0.165
0.184,0.165
0.184,0.166
0.184,0.167
0.183,0.164
0.184,0.167
0.183,0.164
0.183,0.166
0.183,0.165
0.183,0.164
0.185,0.169
0.183,0.164
0.183,0.165
0.182,0.164
0.183,0.165
0.183,0.166
0.184,0.169
0.183,0.165
0.183,0.166
0.183,0.166
0.183,0.164
0.182,0.165
0.183,0.167
0.182,0.164
0.183,0.166
0.182,0.165
0.182,0.164
0.183,0.167
0.182,0.165
0.182,0.165
0.183,0.166
0.182,0.164
0.182,0.165
0.182,0.166
0.182,0.164
0.182,0.165
0.182,0.164
0.182,0.166
0.183,0.168
0.182,0.165
0.182,0.166
0.183,0.167
0.182,0.165
0.181,0.163
0.182,0.165
0.182,0.164
0.182,0.164
0.183,0.167
0.182,0.165
0.182,0.165
0.182,0.166
0.182,0.164
0.182,0.164
0.181,0.164
0.182,0.166
0.182,0.166
0.182,0.167
0.182,0.166
0.182,0.166
0.182,0.165
0.181,0.164
0.181,0.166
0.181,0.166
0.179,0.164
0.181,0.168
0.179,0.166
0.179,0.167
0.179,0.169
0.177,0.167
0.177,0.167
0.177,0.169
0.176,0.169
0.175,0.168
0.174,0.17
0.171,0.168
0.172,0.172
0.166,0.171
0.165,0.176
0.167,0.175
0.168,0.175
0.169,0.175
0.169,0.178
0.164,0.176
0.163,0.177
0.164,0.179
0.166,0.179
0.169,0.179
0.168,0.174
0.171,0.176
0.174,0.176
0.175,0.176
0.175,0.176
0.176,0.175
0.176,0.175
0.176,0.173
0.176,0.174
0.174,0.17
0.175,0.172
0.176,0.175
0.178,0.177
0.179,0.174
0.179,0.171
0.18,0.173
0.181,0.174
0.18,0.174
0.181,0.175
0.182,0.173
0.183,0.173
0.184,0.172
0.185,0.172
0.185,0.17
0.186,0.173
0.187,0.172
0.187,0.171
0.187,0.17
0.188,0.17
0.187,0.167
0.189,0.171
0.189,0.17
0.189,0.169
0.188,0.167
0.189,0.167
0.189,0.168
0.189,0.168
0.19,0.169
0.188,0.166
0.188,0.166
0.188,0.166
0.187,0.165
0.187,0.164
0.188,0.167
0.188,0.168
0.187,0.166
0.187,0.169
0.187,0.168
0.186,0.166
0.186,0.166
0.186,0.167
0.186,0.167
0.186,0.167
0.186,0.166
0.186,0.166
0.186,0.168
0.185,0.166
0.185,0.167
0.185,0.167
0.186,0.168
0.186,0.167
0.186,0.167
0.185,0.167
0.186,0.168
0.186,0.168
0.185,0.166
0.185,0.168
0.186,0.168
0.186,0.17
0.185,0.166
0.185,0.165
0.185,0.167
0.184,0.165
0.185,0.166
0.185,0.166
0.185,0.167
0.184,0.164
0.185,0.167
0.186,0.17
0.185,0.168
0.185,0.167
0.185,0.167
0.185,0.167
0.185,0.167
0.184,0.167
0.184,0.165
0.185,0.168
0.185,0.168
0.184,0.165
0.184,0.166
0.183,0.165
0.184,0.167
0.183,0.165
0.184,0.167
0.184,0.166
0.184,0.167
0.185,0.168
0.184,0.166
0.184,0.167
0.184,0.167
0.184,0.166
0.184,0.168
0.183,0.165
0.183,0.166
0.184,0.168
0.183,0.166
0.184,0.166
0.184,0.168
0.184,0.167
0.184,0.168
0.184,0.168
0.183,0.166
0.184,0.167
0.184,0.168
0.184,0.167
0.184,0.167
0.185,0.169
0.184,0.168
0.183,0.168
0.182,0.167
0.182,0.168
0.182,0.169
0.181,0.167
0.18,0.167
0.179,0.168
0.178,0.168
0.177,0.168
0.176,0.167
0.179,0.172
0.178,0.172
0.177,0.171
0.175,0.171
0.173,0.172
0.168,0.172
0.165,0.175
0.171,0.181
0.172,0.177
0.171,0.176
0.169,0.174
0.171,0.179
0.174,0.178
0.172,0.174
0.17,0.174
0.175,0.176
0.177,0.175
0.177,0.174
0.177,0.175
0.177,0.173
0.177,0.176
0.176,0.174
0.178,0.176
0.178,0.176
0.178,0.175
0.179,0.175
0.179,0.175
0.18,0.173
0.18,0.172
0.181,0.174
0.182,0.174
0.182,0.173
0.183,0.174
0.183,0.172
0.184,0.173
0.184,0.175
0.184,0.173
0.184,0.174
0.184,0.17
0.185,0.173
0.185,0.17
0.185,0.172
0.185,0.17
0.185,0.171
0.185,0.168
0.187,0.17
0.188,0.17
0.189,0.171
0.188,0.167
0.189,0.169
0.189,0.168
0.19,0.17
0.19,0.17
0.19,0.168
0.19,0.171
0.19,0.17
0.189,0.169
0.189,0.167
0.189,0.167
0.189,0.168
0.188,0.167
0.188,0.168
0.188,0.166
0.188,0.168
0.188,0.167
0.188,0.17
0.188,0.168
0.187,0.167
0.188,0.17
0.187,0.167
0.187,0.169
0.187,0.167
0.187,0.17
0.187,0.17
0.187,0.167
0.187,0.167
0.187,0.169
0.186,0.166
0.187,0.167
0.187,0.168
0.187,0.168
0.187,0.169
0.187,0.169
0.187,0.17
0.187,0.168
0.187,0.169
0.186,0.167
0.187,0.169
0.187,0.168
0.187,0.169
0.186,0.168
0.186,0.168
0.186,0.167
0.187,0.169
0.186,0.168
0.187,0.169
0.186,0.168
0.186,0.169
0.186,0.169
0.187,0.17
0.186,0.168
0.186,0.168
0.185,0.168
0.185,0.167
0.185,0.168
0.185,0.167
0.185,0.168
0.186,0.169
0.186,0.17
0.186,0.17
0.185,0.17
0.185,0.167
0.184,0.167
0.185,0.168
0.185,0.168
0.186,0.171
0.185,0.17
0.185,0.169
0.185,0.169
0.185,0.167
0.185,0.169
0.185,0.169
0.185,0.168
0.185,0.167
0.185,0.17
0.185,0.168
0.186,0.171
0.186,0.171
0.185,0.169
0.186,0.17
0.185,0.168
0.185,0.17
0.185,0.17
0.185,0.169
0.185,0.168
0.185,0.168
0.185,0.17
0.185,0.169
0.184,0.168
0.185,0.17
0.185,0.171
0.184,0.168
0.184,0.169
0.185,0.171
0.184,0.17
0.184,0.169
0.185,0.171
0.185,0.171
0.184,0.171
0.184,0.171
0.183,0.17
0.183,0.17
0.182,0.169
0.182,0.169
0.182,0.17
0.183,0.171
0.184,0.172
0.183,0.17
0.183,0.172
0.182,0.169
0.182,0.17
0.182,0.169
0.184,0.172
0.185,0.172
0.184,0.17
0.185,0.172
0.185,0.17
0.186,0.172
0.186,0.173
0.185,0.171
0.185,0.172
0.185,0.172
0.183,0.169
0.184,0.17
0.185,0.171
0.185,0.17
0.185,0.17
0.186,0.17
0.186,0.17
0.184,0.169
0.185,0.17
0.185,0.169
0.186,0.17
0.186,0.17
0.185,0.169
0.185,0.169
0.187,0.171
0.187,0.171
0.186,0.17
0.186,0.17
0.186,0.169
0.186,0.171
0.186,0.17
0.186,0.17
0.187,0.17
0.186,0.169
0.186,0.169
0.186,0.169
0.186,0.169
0.187,0.171
0.186,0.17
0.186,0.17
0.186,0.169
0.186,0.169
0.186,0.169
0.186,0.17
0.186,0.169
0.186,0.169
0.185,0.168
0.187,0.172
0.186,0.169
0.186,0.17
0.186,0.17
0.185,0.168
0.185,0.168
0.186,0.171
0.186,0.169
0.185,0.168
0.185,0.168
0.186,0.169
0.186,0.17
0.186,0.17
0.186,0.17
0.185,0.169
0.186,0.17
0.186,0.171
0.186,0.17
0.186,0.17
0.185,0.168
0.186,0.17
0.186,0.17
0.185,0.169
0.185,0.169
0.186,0.17
0.186,0.17
0.186,0.17
0.186,0.169
0.186,0.169
0.186,0.17
0.186,0.169
0.186,0.17
0.186,0.17
0.185,0.168
0.186,0.17
0.186,0.171
0.186,0.169
0.186,0.169
0.186,0.169
0.186,0.171
0.185,0.168
0.186,0.171
0.186,0.17
0.186,0.17
0.186,0.169
0.187,0.171
0.186,0.17
0.186,0.17
0.186,0.169
0.186,0.169
0.186,0.169
0.186,0.17
0.186,0.169
0.186,0.169
0.185,0.168
0.186,0.169
0.186,0.169
0.186,0.17
0.186,0.17
0.186,0.17
0.186,0.17
0.186,0.169
0.186,0.171
0.186,0.17
0.186,0.169
0.186,0.169
0.186,0.17
0.186,0.169
0.186,0.169
0.185,0.169
0.185,0.169
0.185,0.169
0.186,0.17
0.186,0.171
0.184,0.168
0.185,0.169
0.185,0.171
0.184,0.168
0.184,0.171
0.183,0.171
0.183,0.171
0.182,0.171
0.183,0.171
0.183,0.171
0.184,0.172
0.185,0.172
0.184,0.172
0.183,0.17
0.182,0.17
0.182,0.171
0.182,0.171
0.182,0.171
0.179,0.173
0.178,0.171
0.179,0.173
0.18,0.174
0.18,0.172
0.183,0.174
0.183,0.172
0.185,0.172
0.185,0.171
0.186,0.172
0.187,0.173
0.186,0.171
0.185,0.171
0.185,0.171
0.186,0.171
0.185,0.172
0.184,0.172
0.184,0.171
0.185,0.172
0.185,0.173
0.184,0.172
0.185,0.172
0.186,0.173
0.186,0.172
0.187,0.172
0.187,0.17
0.188,0.17
0.188,0.171
0.187,0.169
0.188,0.17
0.188,0.169
0.189,0.172
0.189,0.17
0.188,0.167
0.189,0.17
0.189,0.171
0.188,0.169
0.188,0.17
0.188,0.17
0.187,0.169
0.188,0.171
0.188,0.172
0.187,0.169
0.187,0.17
0.187,0.169
0.186,0.168
0.187,0.17
0.187,0.169
0.187,0.169
0.187,0.17
0.187,0.169
0.187,0.171
0.187,0.17
0.188,0.172
0.187,0.169
0.187,0.17
0.187,0.169
0.187,0.17
0.187,0.17
0.187,0.17
0.187,0.171
0.187,0.17
0.187,0.17
0.187,0.169
0.187,0.17
0.187,0.17
0.187,0.169
0.186,0.168
0.187,0.169
0.187,0.169
0.186,0.168
0.187,0.17
0.187,0.171
0.187,0.169
0.186,0.169
0.186,0.167
0.187,0.17
0.186,0.168
0.187,0.169
0.187,0.17
0.186,0.169
0.187,0.17
0.186,0.168
0.187,0.17
0.187,0.17
0.187,0.169
0.187,0.17
0.187,0.17
0.187,0.17
0.187,0.169
0.187,0.169
0.187,0.17
0.187,0.169
0.187,0.169
0.186,0.169
0.186,0.169
0.187,0.17
0.187,0.17
0.187,0.17
0.186,0.169
0.187,0.17
0.187,0.17
0.187,0.17
0.187,0.17
0.186,0.169
0.186,0.169
0.187,0.17
0.187,0.17
0.186,0.168
0.186,0.169
0.186,0.168
0.187,0.17
0.186,0.169
0.186,0.169
0.187,0.17
0.187,0.169
0.187,0.171
0.186,0.169
0.186,0.168
0.186,0.17
0.186,0.169
0.186,0.17
0.186,0.171
0.185,0.17
0.185,0.171
0.185,0.171
0.184,0.17
0.184,0.169
0.185,0.171
0.184,0.17
0.184,0.17
0.185,0.173
0.183,0.17
0.183,0.17
0.183,0.172
0.184,0.172
0.184,0.172
0.183,0.171
0.184,0.173
0.183,0.171
0.184,0.173
0.183,0.171
0.183,0.172
0.183,0.172
0.184,0.172
0.184,0.17
0.185,0.172
0.183,0.17
0.183,0.173
0.183,0.174
0.183,0.172
0.184,0.172
0.184,0.172
0.185,0.174
0.183,0.171
0.184,0.173
0.183,0.172
0.184,0.173
0.185,0.172
0.184,0.17
0.183,0.17
0.184,0.171
0.185,0.172
0.185,0.173
0.185,0.171
0.185,0.171
0.185,0.17
0.186,0.17
0.188,0.173
0.189,0.173
0.187,0.17
0.189,0.172
0.187,0.17
0.186,0.168
0.188,0.171
0.187,0.17
0.187,0.17
0.187,0.17
0.187,0.17
0.187,0.169
0.188,0.17
0.187,0.169
0.188,0.17
0.188,0.171
0.187,0.169
0.188,0.171
0.188,0.171
0.188,0.171
0.188,0.17
0.187,0.168
0.188,0.171
0.188,0.17
0.187,0.169
0.187,0.17
0.187,0.169
0.188,0.17
0.187,0.17
