U_up,U_low
0.202,0.18
0.202,0.18
0.202,0.18
0.203,0.179
0.203,0.179
0.203,0.179
0.203,0.179
0.202,0.179
0.202,0.179
0.202,0.179
0.202,0.179
0.201,0.179
0.201,0.179
0.201,0.179
0.201,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.178
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.197,0.179
0.197,0.179
0.197,0.179
0.196,0.18
0.196,0.18
0.195,0.18
0.194,0.181
0.194,0.181
0.194,0.182
0.193,0.182
0.193,0.182
0.192,0.183
0.191,0.184
0.19,0.184
0.189,0.185
0.191,0.185
0.192,0.184
0.191,0.185
0.191,0.185
0.192,0.185
0.193,0.185
0.193,0.185
0.194,0.185
0.194,0.184
0.195,0.184
0.195,0.184
0.195,0.184
0.196,0.184
0.196,0.183
0.196,0.183
0.197,0.183
0.198,0.183
0.198,0.182
0.198,0.182
0.198,0.182
0.199,0.182
0.199,0.181
0.199,0.181
0.199,0.181
0.198,0.181
0.199,0.181
0.199,0.181
0.199,0.181
0.198,0.181
0.198,0.181
0.198,0.181
0.198,0.181
0.198,0.181
0.198,0.181
0.198,0.181
0.198,0.181
0.199,0.181
0.199,0.181
0.198,0.181
0.198,0.181
0.199,0.181
0.199,0.181
0.199,0.181
0.199,0.18
0.199,0.18
0.199,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.199,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.198,0.179
0.199,0.179
0.199,0.178
0.199,0.178
0.199,0.178
0.199,0.178
0.199,0.178
0.199,0.178
0.199,0.178
0.199,0.178
0.199,0.178
0.199,0.178
0.199,0.178
0.199,0.178
0.199,0.178
0.198,0.178
0.198,0.178
0.198,0.178
0.198,0.178
0.198,0.178
0.197,0.178
0.196,0.179
0.196,0.179
0.195,0.18
0.195,0.18
0.195,0.18
0.194,0.181
0.192,0.181
0.191,0.182
0.191,0.183
0.19,0.183
0.189,0.184
0.195,0.185
0.195,0.183
0.189,0.183
0.185,0.185
0.182,0.188
0.181,0.189
0.177,0.191
0.179,0.193
0.18,0.193
0.181,0.192
0.184,0.193
0.188,0.191
0.191,0.189
0.191,0.188
0.193,0.187
0.19,0.187
0.185,0.189
0.185,0.191
0.191,0.19
0.195,0.19
0.194,0.19
0.195,0.188
0.198,0.187
0.198,0.186
0.198,0.185
0.197,0.184
0.199,0.184
0.196,0.183
0.192,0.184
0.192,0.185
0.193,0.186
0.194,0.186
0.195,0.186
0.195,0.185
0.194,0.186
0.196,0.186
0.198,0.185
0.2,0.185
0.201,0.184
0.201,0.184
0.201,0.183
0.201,0.183
0.201,0.183
0.2,0.182
0.2,0.182
0.201,0.182
0.202,0.181
0.202,0.181
0.203,0.18
0.203,0.18
0.204,0.18
0.204,0.18
0.204,0.179
0.204,0.179
0.204,0.179
0.204,0.179
0.204,0.179
0.203,0.179
0.203,0.179
0.202,0.179
0.202,0.179
0.202,0.179
0.202,0.179
0.202,0.179
0.201,0.179
0.201,0.179
0.201,0.179
0.201,0.179
0.201,0.179
0.201,0.179
0.201,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.201,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.2,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.199,0.179
0.198,0.179
0.198,0.179
0.197,0.18
0.196,0.18
0.196,0.18
0.195,0.181
0.194,0.182
0.194,0.182
0.194,0.182
0.194,0.182
0.193,0.183
0.191,0.184
0.192,0.185
0.192,0.185
0.191,0.185
0.189,0.186
0.188,0.187
0.187,0.188
0.188,0.189
0.186,0.189
0.184,0.19
0.185,0.191
0.186,0.191
0.188,0.191
0.189,0.19
0.191,0.189
0.19,0.189
0.19,0.188
0.189,0.188
0.19,0.189
0.195,0.188
0.197,0.187
0.196,0.186
0.193,0.188
0.192,0.188
0.191,0.189
0.194,0.189
0.197,0.187
0.199,0.186
0.199,0.185
0.201,0.184
0.202,0.184
0.202,0.183
0.202,0.183
0.202,0.183
0.202,0.182
0.202,0.182
0.202,0.182
0.202,0.182
0.202,0.182
0.202,0.182
0.202,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.2,0.182
0.2,0.182
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.199,0.18
0.199,0.18
0.199,0.18
0.199,0.18
0.199,0.18
0.199,0.181
0.199,0.181
0.199,0.181
0.199,0.181
0.199,0.181
0.199,0.181
0.198,0.181
0.198,0.181
0.198,0.181
0.199,0.181
0.199,0.181
0.199,0.181
0.199,0.181
0.199,0.181
0.199,0.181
0.199,0.181
0.199,0.181
0.199,0.181
0.199,0.181
0.199,0.181
0.199,0.181
0.198,0.181
0.198,0.181
0.198,0.181
0.198,0.182
0.198,0.182
0.197,0.182
0.198,0.182
0.198,0.182
0.198,0.182
0.198,0.182
0.198,0.182
0.199,0.182
0.199,0.182
0.199,0.182
0.199,0.182
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.18
0.2,0.18
0.2,0.181
0.2,0.18
0.2,0.18
0.2,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.201,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.199,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.2,0.18
0.199,0.18
0.2,0.18
0.199,0.18
0.199,0.18
0.199,0.18
0.199,0.18
0.199,0.18
0.199,0.18
0.199,0.18
0.199,0.18
0.199,0.18
0.199,0.18
0.199,0.18
0.199,0.18
0.199,0.181
0.199,0.181
0.199,0.181
0.199,0.181
0.198,0.181
0.198,0.181
0.198,0.181
0.198,0.181
0.198,0.182
0.198,0.181
0.198,0.182
0.198,0.182
0.198,0.182
0.198,0.182
0.198,0.182
0.199,0.182
0.199,0.181
0.199,0.181
0.199,0.181
0.199,0.181
0.198,0.181
0.198,0.182
0.198,0.182
0.197,0.182
0.197,0.182
0.197,0.183
0.197,0.183
0.197,0.183
0.197,0.183
0.197,0.183
0.197,0.183
0.198,0.183
0.199,0.183
0.199,0.182
0.199,0.182
0.198,0.182
0.199,0.182
0.199,0.183
0.199,0.183
0.2,0.183
0.2,0.183
0.2,0.182
0.199,0.183
0.199,0.183
0.199,0.183
0.199,0.183
0.198,0.183
0.197,0.184
0.199,0.184
0.2,0.183
0.199,0.183
0.199,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.201,0.182
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.2,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.201,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.201,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.201,0.181
0.201,0.181
0.2,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.2,0.181
0.2,0.181
0.201,0.181
0.2,0.181
0.201,0.181
0.201,0.181
0.201,0.181
0.2,0.181
0.2,0.181
0.201,0.181
0.2,0.181
0.201,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.181
0.201,0.182
0.201,0.182
0.2,0.181
0.2,0.181
0.2,0.181
0.2,0.182
0.2,0.181
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.199,0.182
0.2,0.182
0.199,0.182
0.199,0.182
0.199,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.199,0.182
0.2,0.183
0.2,0.183
0.201,0.182
0.201,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.201,0.182
0.2,0.182
0.2,0.182
0.201,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.202,0.182
0.202,0.182
0.202,0.181
0.202,0.182
0.201,0.181
0.201,0.181
0.201,0.181
0.201,0.182
0.201,0.182
0.202,0.182
0.201,0.182
0.201,0.182
0.201,0.181
0.201,0.181
0.201,0.182
0.201,0.182
0.201,0.181
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.201,0.182
0.2,0.182
0.2,0.182
0.2,0.182
0.2,0.183
0.199,0.183
0.198,0.183
0.197,0.184
0.196,0.184
0.195,0.185
0.195,0.186
0.195,0.186
0.196,0.186
0.195,0.187
0.192,0.188
0.194,0.188
0.197,0.187
0.199,0.186
0.199,0.186
0.198,0.186
0.198,0.186
0.201,0.186
0.2,0.185
0.199,0.186
0.198,0.186
0.198,0.186
0.199,0.186
0.2,0.186
0.2,0.185
0.201,0.185
0.201,0.185
0.2,0.185
0.199,0.185
0.198,0.186
0.198,0.186
0.198,0.187
0.199,0.186
0.2,0.186
0.201,0.186
0.202,0.185
0.203,0.185
0.204,0.184
0.204,0.184
0.204,0.183
0.204,0.183
0.204,0.183
0.203,0.183
0.202,0.184
0.202,0.184
0.203,0.184
0.202,0.184
0.202,0.184
0.202,0.184
0.201,0.184
0.201,0.184
0.201,0.184
0.201,0.185
0.202,0.185
0.202,0.184
0.203,0.184
0.204,0.184
0.204,0.183
0.204,0.183
0.204,0.182
0.204,0.182
0.204,0.182
0.204,0.182
0.204,0.182
0.204,0.182
0.204,0.182
0.204,0.182
0.204,0.182
0.204,0.182
0.204,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.183
0.203,0.183
0.202,0.182
0.202,0.183
0.202,0.182
0.202,0.183
0.202,0.183
0.202,0.183
0.202,0.183
0.202,0.183
0.202,0.183
0.202,0.183
0.202,0.183
0.202,0.183
0.202,0.183
0.202,0.183
0.202,0.183
0.202,0.183
0.202,0.183
0.203,0.183
0.203,0.183
0.203,0.182
0.202,0.183
0.202,0.183
0.203,0.183
0.202,0.182
0.202,0.183
0.202,0.183
0.202,0.183
0.202,0.183
0.202,0.183
0.202,0.183
0.202,0.183
0.203,0.183
0.203,0.183
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.203,0.182
0.202,0.182
0.202,0.182
0.202,0.182
0.201,0.182
0.201,0.182
0.2,0.183
0.2,0.183
0.199,0.184
0.198,0.184
0.198,0.184
0.197,0.185
0.196,0.186
0.196,0.186
0.194,0.187
0.193,0.188
0.192,0.189
0.191,0.19
0.19,0.191
0.189,0.191
0.187,0.192
0.187,0.193
0.186,0.194
0.187,0.195
0.186,0.194
0.189,0.195
0.19,0.194
0.194,0.194
0.193,0.195
0.193,0.195
0.196,0.194
0.197,0.193
0.197,0.192
0.197,0.191
0.197,0.191
0.197,0.192
0.192,0.193
0.192,0.195
0.192,0.196
0.193,0.197
0.196,0.196
0.198,0.194
0.199,0.194
0.2,0.193
0.201,0.192
0.202,0.192
0.203,0.191
0.203,0.191
0.203,0.19
0.202,0.191
0.204,0.191
0.204,0.19
0.204,0.19
0.205,0.19
0.206,0.189
0.206,0.189
0.207,0.189
0.207,0.189
0.207,0.189
0.207,0.188
0.207,0.188
0.207,0.187
0.207,0.187
0.208,0.187
0.208,0.187
0.209,0.186
0.209,0.186
0.209,0.186
0.209,0.185
0.21,0.185
0.21,0.185
0.21,0.185
0.209,0.184
0.209,0.184
0.209,0.184
0.209,0.184
0.208,0.184
0.208,0.184
0.208,0.184
0.208,0.184
0.207,0.184
0.207,0.184
0.207,0.184
0.207,0.184
0.207,0.184
0.207,0.184
0.207,0.184
0.207,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.185
0.204,0.184
0.204,0.185
0.204,0.184
0.205,0.185
0.205,0.185
0.204,0.185
0.205,0.185
0.204,0.185
0.204,0.185
0.205,0.185
0.204,0.185
0.205,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.205,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.204,0.185
0.203,0.185
0.203,0.185
0.203,0.186
0.203,0.186
0.203,0.186
0.203,0.186
0.203,0.186
0.203,0.186
0.203,0.186
0.203,0.186
0.203,0.187
0.203,0.186
0.203,0.186
0.202,0.187
0.201,0.187
0.201,0.187
0.202,0.187
0.202,0.187
0.202,0.188
0.203,0.187
0.204,0.187
0.204,0.187
0.204,0.187
0.204,0.187
0.203,0.187
0.203,0.187
0.203,0.187
0.203,0.188
0.203,0.188
0.203,0.187
0.204,0.187
0.204,0.187
0.204,0.187
0.205,0.187
0.205,0.186
0.205,0.186
0.205,0.186
0.205,0.186
0.205,0.186
0.205,0.186
0.205,0.186
0.205,0.186
0.205,0.186
0.205,0.186
0.206,0.186
0.206,0.186
0.206,0.186
0.206,0.186
0.206,0.186
0.206,0.186
0.206,0.186
0.206,0.185
0.206,0.185
0.206,0.185
0.206,0.185
0.206,0.185
0.206,0.185
0.206,0.185
0.206,0.185
0.206,0.185
0.206,0.185
0.206,0.185
0.206,0.185
0.206,0.185
0.206,0.185
0.206,0.185
0.206,0.185
0.206,0.185
0.206,0.184
0.207,0.184
0.207,0.184
0.207,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.207,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.183
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.206,0.184
0.205,0.184
0.206,0.184
0.206,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.203,0.182
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.205,0.184
0.204,0.184
0.204,0.184
0.204,0.184
0.203,0.184
0.203,0.185
0.202,0.185
0.201,0.186
0.201,0.186
0.2,0.187
0.2,0.187
0.2,0.187
0.199,0.188
0.198,0.188
0.198,0.189
0.196,0.19
0.195,0.191
0.196,0.191
0.196,0.191
0.194,0.192
0.193,0.193
0.193,0.194
0.191,0.195
0.192,0.195
0.191,0.196
0.195,0.195
0.197,0.195
0.196,0.195
0.195,0.195
0.196,0.196
0.198,0.195
0.197,0.195
0.197,0.195
0.197,0.195
0.196,0.196
0.195,0.196
0.193,0.197
0.192,0.199
0.193,0.199
0.196,0.2
0.199,0.198
0.2,0.197
0.202,0.196
0.205,0.196
0.208,0.195
0.208,0.194
0.208,0.193
0.208,0.193
0.207,0.193
0.206,0.194
0.207,0.193
0.208,0.193
0.21,0.192
0.21,0.192
0.209,0.191
0.207,0.192
0.208,0.192
0.208,0.191
0.208,0.191
0.21,0.191
0.21,0.19
0.211,0.189
0.211,0.189
0.211,0.189
0.211,0.188
0.212,0.188
0.212,0.188
0.212,0.188
0.213,0.188
0.213,0.187
0.213,0.187
0.212,0.187
0.212,0.187
0.211,0.187
0.211,0.187
0.211,0.186
0.211,0.186
0.211,0.186
0.21,0.186
0.21,0.186
0.21,0.186
0.21,0.186
0.21,0.186
0.209,0.186
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.186
0.209,0.186
0.209,0.186
0.209,0.186
0.209,0.186
0.209,0.186
0.209,0.186
0.209,0.186
0.209,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.187
0.208,0.186
0.208,0.187
0.208,0.187
0.208,0.187
0.208,0.187
0.208,0.187
0.208,0.187
0.208,0.186
0.208,0.187
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.208,0.186
0.207,0.186
0.207,0.186
0.207,0.187
0.207,0.186
0.207,0.187
0.207,0.186
0.207,0.186
0.207,0.186
0.207,0.186
0.207,0.187
0.207,0.186
0.207,0.186
0.207,0.187
0.207,0.187
0.207,0.187
0.207,0.187
0.207,0.187
0.207,0.187
0.206,0.187
0.206,0.187
0.205,0.188
0.204,0.188
0.203,0.189
0.204,0.189
0.204,0.189
0.204,0.189
0.203,0.189
0.199,0.19
0.197,0.192
0.195,0.193
0.193,0.194
0.189,0.196
0.19,0.198
0.187,0.199
0.187,0.2
0.186,0.201
0.193,0.201
0.191,0.2
0.188,0.201
0.188,0.202
0.192,0.203
0.203,0.2
0.208,0.197
0.21,0.195
0.21,0.194
0.209,0.193
0.208,0.193
0.207,0.194
0.206,0.194
0.206,0.194
0.21,0.194
0.215,0.193
0.215,0.191
0.213,0.19
0.212,0.191
0.211,0.191
0.21,0.191
0.207,0.192
0.205,0.192
0.206,0.193
0.207,0.193
0.207,0.193
0.207,0.193
0.206,0.193
0.206,0.193
0.206,0.194
0.208,0.194
0.209,0.193
0.21,0.192
0.21,0.192
0.211,0.191
0.211,0.191
0.212,0.191
0.212,0.19
0.212,0.19
0.212,0.19
0.213,0.19
0.213,0.189
0.213,0.189
0.213,0.189
0.213,0.189
0.213,0.189
0.213,0.189
0.213,0.189
0.212,0.189
0.212,0.188
0.212,0.188
0.211,0.188
0.211,0.188
0.211,0.188
0.212,0.188
0.212,0.188
0.212,0.188
0.212,0.188
0.212,0.188
0.211,0.188
0.211,0.188
0.211,0.188
0.211,0.188
0.211,0.188
0.211,0.188
0.211,0.188
0.211,0.188
0.211,0.188
0.211,0.188
0.211,0.187
0.211,0.188
0.211,0.187
0.21,0.188
0.21,0.187
0.21,0.187
0.21,0.187
0.21,0.187
0.21,0.187
0.21,0.187
0.21,0.187
0.21,0.187
0.21,0.187
0.21,0.187
0.21,0.187
0.21,0.187
0.21,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.209,0.187
0.208,0.187
0.209,0.187
0.208,0.187
0.208,0.187
0.208,0.187
0.207,0.187
0.207,0.188
0.206,0.188
0.205,0.188
0.205,0.189
0.205,0.189
0.204,0.189
0.203,0.19
0.203,0.191
0.203,0.191
0.202,0.191
0.2,0.192
0.195,0.194
0.19,0.197
0.192,0.198
0.193,0.198
0.191,0.199
0.189,0.2
0.187,0.202
0.191,0.202
0.189,0.202
0.188,0.203
0.193,0.203
0.191,0.203
0.191,0.204
0.19,0.204
0.191,0.206
0.198,0.205
0.201,0.202
0.201,0.2
0.207,0.199
0.206,0.197
0.2,0.198
0.2,0.2
0.198,0.201
0.198,0.202
0.201,0.203
0.205,0.2
0.208,0.198
0.209,0.197
0.208,0.196
0.209,0.195
0.209,0.195
0.207,0.195
0.206,0.196
0.206,0.196
0.206,0.197
0.208,0.196
0.209,0.196
0.211,0.195
0.212,0.194
0.213,0.194
0.213,0.194
0.214,0.193
0.213,0.193
0.214,0.193
0.215,0.192
0.214,0.192
0.214,0.192
0.214,0.192
0.214,0.192
0.213,0.191
0.213,0.191
0.213,0.191
0.214,0.191
0.214,0.19
0.213,0.19
0.213,0.19
0.213,0.19
0.212,0.19
0.212,0.19
0.211,0.19
0.211,0.19
0.211,0.19
0.211,0.19
0.211,0.19
0.211,0.19
0.211,0.19
0.212,0.19
0.212,0.19
0.211,0.19
0.212,0.19
